instance_id,model,seed,dataset_count,memory_level,memory_ratio,memory_capacity,total_dataset_size,memory_utilization_ratio,travel_time_per_edge,corruption_level,safe_dataset_count,unsafe_dataset_count,all_datasets_theoretically_safe,dataset_sizes,encoding_times,corruption_margins,loss_times,status,solved,planner,timeout_seconds,wall_runtime_seconds,return_code,reported_plan_length,reported_elapsed_time,plan_makespan,estimated_travel_time,stationary_time,action_count,move_actions,collect_actions,offload_actions,waiting_periods,total_waiting_time,problem_file,metadata_file,raw_output_file,error_message
rover-timed-n5-mem-low-corr-high-seed-0,timed,0,5,low,0.35,8,22,2.75,2.0,high,2,3,False,"[5, 5, 2, 4, 6]","[5, 5, 4, 5, 4]","[1.0, -1.0, -1.0, 2.0, -1.0]","[6.0, 4.0, 5.0, 10.0, 9.0]",unsolvable,False,ENHSP default,60.0,0.74505,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-low-corr-high-seed-0.txt,
rover-timed-n5-mem-low-corr-high-seed-1,timed,1,5,low,0.35,6,17,2.833333,2.0,high,2,3,False,"[3, 6, 2, 4, 2]","[5, 5, 5, 5, 3]","[2.0, -1.0, -1.0, 1.0, -1.0]","[7.0, 4.0, 5.0, 9.0, 9.0]",unsolvable,False,ENHSP default,60.0,0.74186,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-low-corr-high-seed-1.txt,
rover-timed-n5-mem-low-corr-high-seed-2,timed,2,5,low,0.35,5,13,2.6,2.0,high,3,2,False,"[2, 2, 2, 4, 3]","[4, 4, 3, 2, 3]","[1.0, -2.0, -2.0, 2.0, 1.0]","[5.0, 2.0, 4.0, 10.0, 11.0]",unsolvable,False,ENHSP default,60.0,0.744659,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-low-corr-high-seed-2.txt,
rover-timed-n5-mem-low-corr-high-seed-3,timed,3,5,low,0.35,8,22,2.75,2.0,high,3,2,False,"[3, 6, 6, 3, 4]","[5, 2, 2, 5, 4]","[1.0, -1.0, 2.0, -2.0, 1.0]","[6.0, 3.0, 8.0, 6.0, 11.0]",unsolvable,False,ENHSP default,60.0,0.84718,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-low-corr-high-seed-3.txt,
rover-timed-n5-mem-low-corr-high-seed-4,timed,4,5,low,0.35,7,19,2.714286,2.0,high,3,2,False,"[3, 4, 2, 5, 5]","[3, 2, 2, 2, 5]","[1.0, -1.0, 1.0, -2.0, 1.0]","[4.0, 3.0, 7.0, 6.0, 11.0]",unsolvable,False,ENHSP default,60.0,0.745638,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-low-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-low-corr-high-seed-4.txt,
rover-timed-n5-mem-medium-corr-low-seed-0,timed,0,5,medium,0.6,14,22,1.571429,2.0,low,5,0,True,"[5, 5, 2, 4, 6]","[5, 5, 4, 5, 4]","[4.0, 3.0, 3.0, 5.0, 3.0]","[9.0, 8.0, 9.0, 13.0, 13.0]",solved,True,ENHSP default,60.0,0.701459,0,82,35.0,35.0,32.0,3.0,26,16,5,5,18,35.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-low-seed-0.txt,
rover-timed-n5-mem-medium-corr-low-seed-1,timed,1,5,medium,0.6,11,17,1.545455,2.0,low,5,0,True,"[3, 6, 2, 4, 2]","[5, 5, 5, 5, 3]","[5.0, 3.0, 3.0, 4.0, 3.0]","[10.0, 8.0, 9.0, 12.0, 13.0]",solved,True,ENHSP default,60.0,0.736095,0,88,41.0,41.0,32.0,9.0,26,16,5,5,19,41.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-low-seed-1.txt,
rover-timed-n5-mem-medium-corr-low-seed-2,timed,2,5,medium,0.6,8,13,1.625,2.0,low,5,0,True,"[2, 2, 2, 4, 3]","[4, 4, 3, 2, 3]","[4.0, 2.0, 2.0, 5.0, 4.0]","[8.0, 6.0, 8.0, 13.0, 14.0]",solved,True,ENHSP default,60.0,0.639587,0,81,34.0,34.0,32.0,2.0,26,16,5,5,18,34.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-low-seed-2.txt,
rover-timed-n5-mem-medium-corr-low-seed-3,timed,3,5,medium,0.6,14,22,1.571429,2.0,low,5,0,True,"[3, 6, 6, 3, 4]","[5, 2, 2, 5, 4]","[4.0, 3.0, 5.0, 2.0, 4.0]","[9.0, 7.0, 11.0, 10.0, 14.0]",solved,True,ENHSP default,60.0,0.687989,0,121,58.0,58.0,48.0,10.0,34,24,5,5,29,58.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-low-seed-3.txt,
rover-timed-n5-mem-medium-corr-low-seed-4,timed,4,5,medium,0.6,12,19,1.583333,2.0,low,5,0,True,"[3, 4, 2, 5, 5]","[3, 2, 2, 2, 5]","[4.0, 3.0, 4.0, 2.0, 4.0]","[7.0, 7.0, 10.0, 10.0, 14.0]",solved,True,ENHSP default,60.0,0.681681,0,85,38.0,38.0,32.0,6.0,26,16,5,5,19,38.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-low-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-low-seed-4.txt,
rover-timed-n5-mem-medium-corr-medium-seed-0,timed,0,5,medium,0.6,14,22,1.571429,2.0,medium,5,0,True,"[5, 5, 2, 4, 6]","[5, 5, 4, 5, 4]","[2.0, 1.0, 1.0, 3.0, 1.0]","[7.0, 6.0, 7.0, 11.0, 11.0]",solved,True,ENHSP default,60.0,0.650444,0,82,35.0,35.0,32.0,3.0,26,16,5,5,18,35.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-medium-seed-0.txt,
rover-timed-n5-mem-medium-corr-medium-seed-1,timed,1,5,medium,0.6,11,17,1.545455,2.0,medium,5,0,True,"[3, 6, 2, 4, 2]","[5, 5, 5, 5, 3]","[3.0, 1.0, 1.0, 2.0, 1.0]","[8.0, 6.0, 7.0, 10.0, 11.0]",solved,True,ENHSP default,60.0,0.672355,0,82,35.0,35.0,32.0,3.0,26,16,5,5,18,35.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-medium-seed-1.txt,
rover-timed-n5-mem-medium-corr-medium-seed-2,timed,2,5,medium,0.6,8,13,1.625,2.0,medium,3,2,False,"[2, 2, 2, 4, 3]","[4, 4, 3, 2, 3]","[2.0, -1.0, -1.0, 3.0, 2.0]","[6.0, 3.0, 5.0, 11.0, 12.0]",unsolvable,False,ENHSP default,60.0,1.822608,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-medium-seed-2.txt,
rover-timed-n5-mem-medium-corr-medium-seed-3,timed,3,5,medium,0.6,14,22,1.571429,2.0,medium,4,1,False,"[3, 6, 6, 3, 4]","[5, 2, 2, 5, 4]","[2.0, 1.0, 3.0, -1.0, 2.0]","[7.0, 5.0, 9.0, 7.0, 12.0]",unsolvable,False,ENHSP default,60.0,2.930816,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-medium-seed-3.txt,
rover-timed-n5-mem-medium-corr-medium-seed-4,timed,4,5,medium,0.6,12,19,1.583333,2.0,medium,4,1,False,"[3, 4, 2, 5, 5]","[3, 2, 2, 2, 5]","[2.0, 1.0, 2.0, -1.0, 2.0]","[5.0, 5.0, 8.0, 7.0, 12.0]",unsolvable,False,ENHSP default,60.0,2.375495,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-medium-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-medium-seed-4.txt,
rover-timed-n5-mem-medium-corr-high-seed-0,timed,0,5,medium,0.6,14,22,1.571429,2.0,high,2,3,False,"[5, 5, 2, 4, 6]","[5, 5, 4, 5, 4]","[1.0, -1.0, -1.0, 2.0, -1.0]","[6.0, 4.0, 5.0, 10.0, 9.0]",unsolvable,False,ENHSP default,60.0,0.865307,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-high-seed-0.txt,
rover-timed-n5-mem-medium-corr-high-seed-1,timed,1,5,medium,0.6,11,17,1.545455,2.0,high,2,3,False,"[3, 6, 2, 4, 2]","[5, 5, 5, 5, 3]","[2.0, -1.0, -1.0, 1.0, -1.0]","[7.0, 4.0, 5.0, 9.0, 9.0]",unsolvable,False,ENHSP default,60.0,0.870444,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-high-seed-1.txt,
rover-timed-n5-mem-medium-corr-high-seed-2,timed,2,5,medium,0.6,8,13,1.625,2.0,high,3,2,False,"[2, 2, 2, 4, 3]","[4, 4, 3, 2, 3]","[1.0, -2.0, -2.0, 2.0, 1.0]","[5.0, 2.0, 4.0, 10.0, 11.0]",unsolvable,False,ENHSP default,60.0,1.006381,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-high-seed-2.txt,
rover-timed-n5-mem-medium-corr-high-seed-3,timed,3,5,medium,0.6,14,22,1.571429,2.0,high,3,2,False,"[3, 6, 6, 3, 4]","[5, 2, 2, 5, 4]","[1.0, -1.0, 2.0, -2.0, 1.0]","[6.0, 3.0, 8.0, 6.0, 11.0]",unsolvable,False,ENHSP default,60.0,0.963362,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-high-seed-3.txt,
rover-timed-n5-mem-medium-corr-high-seed-4,timed,4,5,medium,0.6,12,19,1.583333,2.0,high,3,2,False,"[3, 4, 2, 5, 5]","[3, 2, 2, 2, 5]","[1.0, -1.0, 1.0, -2.0, 1.0]","[4.0, 3.0, 7.0, 6.0, 11.0]",unsolvable,False,ENHSP default,60.0,0.985221,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-medium-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-medium-corr-high-seed-4.txt,
rover-timed-n5-mem-high-corr-low-seed-0,timed,0,5,high,1.0,22,22,1.0,2.0,low,5,0,True,"[5, 5, 2, 4, 6]","[5, 5, 4, 5, 4]","[4.0, 3.0, 3.0, 5.0, 3.0]","[9.0, 8.0, 9.0, 13.0, 13.0]",solved,True,ENHSP default,60.0,0.69724,0,86,39.0,39.0,32.0,7.0,26,16,5,5,19,39.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-low-seed-0.txt,
rover-timed-n5-mem-high-corr-low-seed-1,timed,1,5,high,1.0,17,17,1.0,2.0,low,5,0,True,"[3, 6, 2, 4, 2]","[5, 5, 5, 5, 3]","[5.0, 3.0, 3.0, 4.0, 3.0]","[10.0, 8.0, 9.0, 12.0, 13.0]",solved,True,ENHSP default,60.0,0.785871,0,88,41.0,41.0,32.0,9.0,26,16,5,5,20,41.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-low-seed-1.txt,
rover-timed-n5-mem-high-corr-low-seed-2,timed,2,5,high,1.0,13,13,1.0,2.0,low,5,0,True,"[2, 2, 2, 4, 3]","[4, 4, 3, 2, 3]","[4.0, 2.0, 2.0, 5.0, 4.0]","[8.0, 6.0, 8.0, 13.0, 14.0]",solved,True,ENHSP default,60.0,0.619161,0,83,36.0,36.0,32.0,4.0,26,16,5,5,19,36.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-low-seed-2.txt,
rover-timed-n5-mem-high-corr-low-seed-3,timed,3,5,high,1.0,22,22,1.0,2.0,low,5,0,True,"[3, 6, 6, 3, 4]","[5, 2, 2, 5, 4]","[4.0, 3.0, 5.0, 2.0, 4.0]","[9.0, 7.0, 11.0, 10.0, 14.0]",solved,True,ENHSP default,60.0,0.679653,0,89,42.0,42.0,32.0,10.0,26,16,5,5,19,42.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-low-seed-3.txt,
rover-timed-n5-mem-high-corr-low-seed-4,timed,4,5,high,1.0,19,19,1.0,2.0,low,5,0,True,"[3, 4, 2, 5, 5]","[3, 2, 2, 2, 5]","[4.0, 3.0, 4.0, 2.0, 4.0]","[7.0, 7.0, 10.0, 10.0, 14.0]",solved,True,ENHSP default,60.0,0.664921,0,86,39.0,39.0,32.0,7.0,26,16,5,5,20,39.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-low-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-low-seed-4.txt,
rover-timed-n5-mem-high-corr-medium-seed-0,timed,0,5,high,1.0,22,22,1.0,2.0,medium,5,0,True,"[5, 5, 2, 4, 6]","[5, 5, 4, 5, 4]","[2.0, 1.0, 1.0, 3.0, 1.0]","[7.0, 6.0, 7.0, 11.0, 11.0]",solved,True,ENHSP default,60.0,0.64572,0,82,35.0,35.0,32.0,3.0,26,16,5,5,18,35.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-medium-seed-0.txt,
rover-timed-n5-mem-high-corr-medium-seed-1,timed,1,5,high,1.0,17,17,1.0,2.0,medium,5,0,True,"[3, 6, 2, 4, 2]","[5, 5, 5, 5, 3]","[3.0, 1.0, 1.0, 2.0, 1.0]","[8.0, 6.0, 7.0, 10.0, 11.0]",solved,True,ENHSP default,60.0,0.643585,0,82,35.0,35.0,32.0,3.0,26,16,5,5,18,35.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-medium-seed-1.txt,
