instance_id,model,seed,dataset_count,memory_level,memory_ratio,memory_capacity,total_dataset_size,memory_utilization_ratio,travel_time_per_edge,corruption_level,safe_dataset_count,unsafe_dataset_count,all_datasets_theoretically_safe,dataset_sizes,encoding_times,corruption_margins,loss_times,status,solved,planner,timeout_seconds,wall_runtime_seconds,return_code,reported_plan_length,reported_elapsed_time,plan_makespan,estimated_travel_time,stationary_time,action_count,move_actions,collect_actions,offload_actions,waiting_periods,total_waiting_time,problem_file,metadata_file,raw_output_file,error_message
rover-timed-n5-mem-high-corr-medium-seed-2,timed,2,5,high,1.0,13,13,1.0,2.0,medium,3,2,False,"[2, 2, 2, 4, 3]","[4, 4, 3, 2, 3]","[2.0, -1.0, -1.0, 3.0, 2.0]","[6.0, 3.0, 5.0, 11.0, 12.0]",unsolvable,False,ENHSP default,60.0,1.906551,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-medium-seed-2.txt,
rover-timed-n5-mem-high-corr-medium-seed-3,timed,3,5,high,1.0,22,22,1.0,2.0,medium,4,1,False,"[3, 6, 6, 3, 4]","[5, 2, 2, 5, 4]","[2.0, 1.0, 3.0, -1.0, 2.0]","[7.0, 5.0, 9.0, 7.0, 12.0]",unsolvable,False,ENHSP default,60.0,3.27406,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-medium-seed-3.txt,
rover-timed-n5-mem-high-corr-medium-seed-4,timed,4,5,high,1.0,19,19,1.0,2.0,medium,4,1,False,"[3, 4, 2, 5, 5]","[3, 2, 2, 2, 5]","[2.0, 1.0, 2.0, -1.0, 2.0]","[5.0, 5.0, 8.0, 7.0, 12.0]",unsolvable,False,ENHSP default,60.0,2.480769,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-medium-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-medium-seed-4.txt,
rover-timed-n5-mem-high-corr-high-seed-0,timed,0,5,high,1.0,22,22,1.0,2.0,high,2,3,False,"[5, 5, 2, 4, 6]","[5, 5, 4, 5, 4]","[1.0, -1.0, -1.0, 2.0, -1.0]","[6.0, 4.0, 5.0, 10.0, 9.0]",unsolvable,False,ENHSP default,60.0,0.986173,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-high-seed-0.txt,
rover-timed-n5-mem-high-corr-high-seed-1,timed,1,5,high,1.0,17,17,1.0,2.0,high,2,3,False,"[3, 6, 2, 4, 2]","[5, 5, 5, 5, 3]","[2.0, -1.0, -1.0, 1.0, -1.0]","[7.0, 4.0, 5.0, 9.0, 9.0]",unsolvable,False,ENHSP default,60.0,1.065091,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-high-seed-1.txt,
rover-timed-n5-mem-high-corr-high-seed-2,timed,2,5,high,1.0,13,13,1.0,2.0,high,3,2,False,"[2, 2, 2, 4, 3]","[4, 4, 3, 2, 3]","[1.0, -2.0, -2.0, 2.0, 1.0]","[5.0, 2.0, 4.0, 10.0, 11.0]",unsolvable,False,ENHSP default,60.0,0.9585,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-high-seed-2.txt,
rover-timed-n5-mem-high-corr-high-seed-3,timed,3,5,high,1.0,22,22,1.0,2.0,high,3,2,False,"[3, 6, 6, 3, 4]","[5, 2, 2, 5, 4]","[1.0, -1.0, 2.0, -2.0, 1.0]","[6.0, 3.0, 8.0, 6.0, 11.0]",unsolvable,False,ENHSP default,60.0,0.996363,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-high-seed-3.txt,
rover-timed-n5-mem-high-corr-high-seed-4,timed,4,5,high,1.0,19,19,1.0,2.0,high,3,2,False,"[3, 4, 2, 5, 5]","[3, 2, 2, 2, 5]","[1.0, -1.0, 1.0, -2.0, 1.0]","[4.0, 3.0, 7.0, 6.0, 11.0]",unsolvable,False,ENHSP default,60.0,0.970739,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n5-mem-high-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n5-mem-high-corr-high-seed-4.txt,
rover-timed-n7-mem-low-corr-low-seed-0,timed,0,7,low,0.35,12,32,2.666667,2.0,low,7,0,True,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[4.0, 3.0, 3.0, 5.0, 3.0, 5.0, 3.0]","[8.0, 8.0, 9.0, 13.0, 13.0, 17.0, 17.0]",solved,True,ENHSP default,60.0,0.981554,0,154,69.0,69.0,64.0,5.0,46,32,7,7,35,69.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-low-seed-0.txt,
rover-timed-n7-mem-low-corr-low-seed-1,timed,1,7,low,0.35,10,27,2.7,2.0,low,7,0,True,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[5.0, 3.0, 3.0, 4.0, 3.0, 2.0, 4.0]","[10.0, 8.0, 9.0, 12.0, 13.0, 14.0, 18.0]",solved,True,ENHSP default,60.0,0.994928,0,183,86.0,86.0,76.0,10.0,52,38,7,7,43,86.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-low-seed-1.txt,
rover-timed-n7-mem-low-corr-low-seed-2,timed,2,7,low,0.35,8,21,2.625,2.0,low,7,0,True,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[4.0, 2.0, 2.0, 5.0, 4.0, 4.0, 2.0]","[7.0, 6.0, 8.0, 13.0, 14.0, 16.0, 16.0]",solved,True,ENHSP default,60.0,0.98136,0,156,71.0,71.0,64.0,7.0,46,32,7,7,37,71.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-low-seed-2.txt,
rover-timed-n7-mem-low-corr-low-seed-3,timed,3,7,low,0.35,12,33,2.75,2.0,low,7,0,True,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[4.0, 3.0, 5.0, 2.0, 4.0, 5.0, 3.0]","[6.0, 7.0, 11.0, 10.0, 14.0, 17.0, 17.0]",solved,True,ENHSP default,60.0,1.009513,0,185,88.0,88.0,76.0,12.0,52,38,7,7,44,88.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-low-seed-3.txt,
rover-timed-n7-mem-low-corr-low-seed-4,timed,4,7,low,0.35,9,24,2.666667,2.0,low,7,0,True,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[4.0, 3.0, 4.0, 2.0, 4.0, 5.0, 2.0]","[6.0, 7.0, 10.0, 10.0, 14.0, 17.0, 16.0]",solved,True,ENHSP default,60.0,0.790936,0,206,97.0,97.0,88.0,9.0,58,44,7,7,49,97.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-low-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-low-seed-4.txt,
rover-timed-n7-mem-low-corr-medium-seed-0,timed,0,7,low,0.35,12,32,2.666667,2.0,medium,7,0,True,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[2.0, 1.0, 1.0, 3.0, 1.0, 3.0, 1.0]","[6.0, 6.0, 7.0, 11.0, 11.0, 15.0, 15.0]",solved,True,ENHSP default,60.0,0.907557,0,153,68.0,68.0,64.0,4.0,46,32,7,7,35,68.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-medium-seed-0.txt,
rover-timed-n7-mem-low-corr-medium-seed-1,timed,1,7,low,0.35,10,27,2.7,2.0,medium,6,1,False,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[3.0, 1.0, 1.0, 2.0, 1.0, -1.0, 2.0]","[8.0, 6.0, 7.0, 10.0, 11.0, 11.0, 16.0]",unsolvable,False,ENHSP default,60.0,57.187184,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-medium-seed-1.txt,
rover-timed-n7-mem-low-corr-medium-seed-2,timed,2,7,low,0.35,8,21,2.625,2.0,medium,4,3,False,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[2.0, -1.0, -1.0, 3.0, 2.0, 2.0, -1.0]","[5.0, 3.0, 5.0, 11.0, 12.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,14.391572,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-medium-seed-2.txt,
rover-timed-n7-mem-low-corr-medium-seed-3,timed,3,7,low,0.35,12,33,2.75,2.0,medium,6,1,False,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[2.0, 1.0, 3.0, -1.0, 2.0, 3.0, 1.0]","[4.0, 5.0, 9.0, 7.0, 12.0, 15.0, 15.0]",timeout,False,ENHSP default,60.0,60.188973,124,,,,0.0,,0,0,0,0,0,0.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-medium-seed-3.txt,
rover-timed-n7-mem-low-corr-medium-seed-4,timed,4,7,low,0.35,9,24,2.666667,2.0,medium,5,2,False,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[2.0, 1.0, 2.0, -1.0, 2.0, 3.0, -1.0]","[4.0, 5.0, 8.0, 7.0, 12.0, 15.0, 13.0]",unsolvable,False,ENHSP default,60.0,32.621815,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-medium-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-medium-seed-4.txt,
rover-timed-n7-mem-low-corr-high-seed-0,timed,0,7,low,0.35,12,32,2.666667,2.0,high,3,4,False,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[1.0, -1.0, -1.0, 2.0, -1.0, 2.0, -1.0]","[5.0, 4.0, 5.0, 10.0, 9.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,5.039125,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-high-seed-0.txt,
rover-timed-n7-mem-low-corr-high-seed-1,timed,1,7,low,0.35,10,27,2.7,2.0,high,3,4,False,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[2.0, -1.0, -1.0, 1.0, -1.0, -2.0, 1.0]","[7.0, 4.0, 5.0, 9.0, 9.0, 10.0, 15.0]",unsolvable,False,ENHSP default,60.0,3.12028,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-high-seed-1.txt,
rover-timed-n7-mem-low-corr-high-seed-2,timed,2,7,low,0.35,8,21,2.625,2.0,high,4,3,False,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[1.0, -2.0, -2.0, 2.0, 1.0, 1.0, -2.0]","[4.0, 2.0, 4.0, 10.0, 11.0, 13.0, 12.0]",unsolvable,False,ENHSP default,60.0,3.596843,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-high-seed-2.txt,
rover-timed-n7-mem-low-corr-high-seed-3,timed,3,7,low,0.35,12,33,2.75,2.0,high,4,3,False,"[3, 6, 6, 3, 4, 6, 5]","[2, 2, 5, 4, 3, 3, 5]","[1.0, -1.0, 2.0, -2.0, 1.0, 2.0, -1.0]","[3.0, 3.0, 8.0, 6.0, 11.0, 14.0, 13.0]",unsolvable,False,ENHSP default,60.0,7.285026,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-3.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-3.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-high-seed-3.txt,
rover-timed-n7-mem-low-corr-high-seed-4,timed,4,7,low,0.35,9,24,2.666667,2.0,high,4,3,False,"[3, 4, 2, 5, 5, 3, 2]","[2, 2, 5, 4, 2, 3, 4]","[1.0, -1.0, 1.0, -2.0, 1.0, 2.0, -2.0]","[3.0, 3.0, 7.0, 6.0, 11.0, 14.0, 12.0]",unsolvable,False,ENHSP default,60.0,3.965199,0,,,,0.0,,0,0,0,0,0,0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-4.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-low-corr-high-seed-4.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-low-corr-high-seed-4.txt,
rover-timed-n7-mem-medium-corr-low-seed-0,timed,0,7,medium,0.6,20,32,1.6,2.0,low,7,0,True,"[5, 5, 2, 4, 6, 5, 5]","[4, 5, 4, 3, 3, 4, 3]","[4.0, 3.0, 3.0, 5.0, 3.0, 5.0, 3.0]","[8.0, 8.0, 9.0, 13.0, 13.0, 17.0, 17.0]",solved,True,ENHSP default,60.0,1.03113,0,168,79.0,79.0,68.0,11.0,48,34,7,7,40,79.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-0.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-0.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-low-seed-0.txt,
rover-timed-n7-mem-medium-corr-low-seed-1,timed,1,7,medium,0.6,17,27,1.588235,2.0,low,7,0,True,"[3, 6, 2, 4, 2, 5, 5]","[5, 5, 3, 2, 5, 2, 5]","[5.0, 3.0, 3.0, 4.0, 3.0, 2.0, 4.0]","[10.0, 8.0, 9.0, 12.0, 13.0, 14.0, 18.0]",solved,True,ENHSP default,60.0,1.014269,0,169,80.0,80.0,68.0,12.0,48,34,7,7,39,80.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-1.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-1.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-low-seed-1.txt,
rover-timed-n7-mem-medium-corr-low-seed-2,timed,2,7,medium,0.6,13,21,1.615385,2.0,low,7,0,True,"[2, 2, 2, 4, 3, 4, 4]","[3, 2, 3, 5, 5, 4, 5]","[4.0, 2.0, 2.0, 5.0, 4.0, 4.0, 2.0]","[7.0, 6.0, 8.0, 13.0, 14.0, 16.0, 16.0]",solved,True,ENHSP default,60.0,0.968003,0,168,79.0,79.0,68.0,11.0,48,34,7,7,40,79.0,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-2.pddl,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/generated_problems/rover-timed-n7-mem-medium-corr-low-seed-2.json,/mnt/c/Users/Endri/Desktop/planetary-rover-experimental-study/experiments/raw_outputs/rover-timed-n7-mem-medium-corr-low-seed-2.txt,
